,,Place,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Kentucky,Cities,Worthington,0,1,0,0,0,0,0,0,0,1,"1,565"
Kentucky,Universities and Colleges,Total,6,2,4,0,0,0,,,,,
Kentucky,Universities and Colleges,Eastern Kentucky University,1,0,4,0,0,0,2,2,0,1,"16,881"
Kentucky,Universities and Colleges,Kentucky State University,2,0,0,0,0,0,0,1,1,0,"1,736"
Kentucky,Universities and Colleges,University of Kentucky,2,2,0,0,0,0,3,1,0,0,"29,781"
Kentucky,Universities and Colleges,Western Kentucky University,1,0,0,0,0,0,0,1,0,0,"20,271"
Kentucky,Metropolitan Counties,Total,31,6,2,1,0,0,,,,,
Kentucky,Metropolitan Counties,Boone,14,1,0,0,0,0,6,3,5,1,
Kentucky,Metropolitan Counties,Boyd,0,1,0,0,0,0,0,0,0,1,
Kentucky,Metropolitan Counties,Bullitt,0,0,1,0,0,0,0,0,1,0,
Kentucky,Metropolitan Counties,Campbell County Police Department,2,2,1,0,0,0,0,1,2,1,
Kentucky,Metropolitan Counties,Christian,0,1,0,0,0,0,1,0,0,0,
Kentucky,Metropolitan Counties,Clark,3,0,0,0,0,0,1,2,0,0,
Kentucky,Metropolitan Counties,Daviess,1,0,0,0,0,0,0,0,0,1,
Kentucky,Metropolitan Counties,Grant,0,1,0,0,0,0,0,0,0,1,
Kentucky,Metropolitan Counties,Greenup,1,0,0,0,0,0,0,0,1,0,
Kentucky,Metropolitan Counties,Hardin,1,0,0,0,0,0,0,1,0,0,
Kentucky,Metropolitan Counties,Jessamine,0,0,0,1,0,0,0,0,1,0,
Kentucky,Metropolitan Counties,Kenton County Police Department,1,0,0,0,0,0,0,0,1,0,
Kentucky,Metropolitan Counties,Oldham County Police Department,2,0,0,0,0,0,0,2,0,0,
Kentucky,Metropolitan Counties,Pendleton,1,0,0,0,0,0,0,1,0,0,
Kentucky,Metropolitan Counties,Shelby,1,0,0,0,0,0,0,1,0,0,
Kentucky,Metropolitan Counties,Trigg,1,0,0,0,0,0,0,0,0,1,
Kentucky,Metropolitan Counties,Warren,3,0,0,0,0,0,0,0,0,3,
Kentucky,Nonmetropolitan Counties,Total,27,4,3,1,7,0,,,,,
Kentucky,Nonmetropolitan Counties,Anderson,0,1,0,0,0,0,0,0,1,0,
Kentucky,Nonmetropolitan Counties,Bell,0,1,0,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,Boyle,2,0,0,0,0,0,2,0,0,0,
Kentucky,Nonmetropolitan Counties,Breckinridge,1,0,0,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Floyd,2,0,0,0,0,0,1,1,0,0,
Kentucky,Nonmetropolitan Counties,Franklin,1,0,0,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,Graves,1,0,0,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,Knott,0,1,0,0,0,0,0,0,0,1,
Kentucky,Nonmetropolitan Counties,Knox,1,0,0,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Laurel,1,0,0,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Lincoln,1,0,0,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,Livingston,2,0,0,0,0,0,0,0,1,1,
Kentucky,Nonmetropolitan Counties,Madison,0,0,1,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,Marion,1,0,0,0,0,0,0,0,0,1,
Kentucky,Nonmetropolitan Counties,Martin,1,0,0,0,0,0,1,0,0,0,
Kentucky,Nonmetropolitan Counties,Mason,1,0,0,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,McCracken,6,0,0,1,7,0,1,7,1,5,
Kentucky,Nonmetropolitan Counties,Montgomery,2,1,1,0,0,0,0,2,2,0,
Kentucky,Nonmetropolitan Counties,Ohio,1,0,0,0,0,0,0,0,1,0,
Kentucky,Nonmetropolitan Counties,Rockcastle,0,0,1,0,0,0,0,0,1,0,
Kentucky,Nonmetropolitan Counties,Simpson,1,0,0,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Taylor,1,0,0,0,0,0,0,1,0,0,
Kentucky,Nonmetropolitan Counties,Wolfe,1,0,0,0,0,0,0,0,0,1,
Kentucky,State Police Agencies,Total,22,2,1,3,1,0,,,,,
Kentucky,State Police Agencies,State Police:,,,,,,,,,,,
Kentucky,State Police Agencies,Ashland,0,0,0,1,0,0,0,0,0,1,
Kentucky,State Police Agencies,Bowling Green,1,0,0,0,0,0,0,1,0,0,
Kentucky,State Police Agencies,Campbellsburg,0,1,1,0,0,0,1,0,0,1,
Kentucky,State Police Agencies,Cannabis Suppression Section,2,0,0,0,0,0,0,0,2,0,
Kentucky,State Police Agencies,Dry Ridge,1,0,0,0,0,0,0,1,0,0,
Kentucky,State Police Agencies,Elizabethtown,1,0,0,1,0,0,1,0,0,1,
Kentucky,State Police Agencies,Frankfort,2,0,0,0,0,0,1,0,1,0,
Kentucky,State Police Agencies,Harlan,1,0,0,0,0,0,0,0,1,0,
Kentucky,State Police Agencies,Hazard,3,0,0,0,0,0,1,0,1,1,
Kentucky,State Police Agencies,Henderson,1,0,0,0,0,0,0,0,0,1,
Kentucky,State Police Agencies,London,1,1,0,0,0,0,0,1,0,1,
Kentucky,State Police Agencies,Mayfield,2,0,0,1,1,0,2,1,1,0,
Kentucky,State Police Agencies,Morehead,3,0,0,0,0,0,0,0,0,3,
Kentucky,State Police Agencies,Pikeville,2,0,0,0,0,0,1,0,1,0,
Kentucky,State Police Agencies,Richmond,1,0,0,0,0,0,0,0,0,1,
Kentucky,State Police Agencies,West Drug Enforcement Branch,1,0,0,0,0,0,0,1,0,0,
Kentucky,Other Agencies,Total,11,3,0,1,1,0,,,,,
Kentucky,Other Agencies,Barren County Drug Task Force,3,0,0,0,0,0,1,1,1,0,
Kentucky,Other Agencies,Cincinnati-Northern Kentucky International Airport,1,0,0,0,0,0,1,0,0,0,
Kentucky,Other Agencies,Clark County School System,1,0,0,0,0,0,0,0,1,0,
Kentucky,Other Agencies,Fayette County Schools,0,2,0,1,0,0,1,0,1,1,
Kentucky,Other Agencies,Greater Hardin County Narcotics Task Force,1,0,0,0,0,0,0,1,0,0,
Kentucky,Other Agencies,Jefferson County School District,1,1,0,0,1,0,1,1,0,1,
Kentucky,Other Agencies,McCracken County Public Schools,1,0,0,0,0,0,0,0,0,1,
Kentucky,Other Agencies,South Central Kentucky Drug Task Force,3,0,0,0,0,0,0,0,3,0,
Louisiana,Total,Total,14,11,1,0,0,0,,,,,
Louisiana,Cities,Total,4,0,0,0,0,0,,,,,
Louisiana,Cities,Gretna,1,0,0,0,0,0,0,0,1,0,"17,923"
Louisiana,Cities,New Orleans,1,0,0,0,0,0,,,0,1,"397,447"
Louisiana,Cities,Shreveport,1,0,0,0,0,0,0,0,0,1,"193,937"
Louisiana,Cities,Vidalia,1,0,0,0,0,0,0,,1,,"4,015"
Louisiana,Universities and Colleges,Total,1,0,0,0,0,0,,,,,
Louisiana,Universities and Colleges,"Louisiana State University, Baton Rouge",1,0,0,0,0,0,0,0,0,1,"31,409"
Louisiana,Metropolitan Counties,Total,6,11,1,0,0,0,,,,,
Louisiana,Metropolitan Counties,Caddo,0,1,0,0,0,0,1,0,0,0,
Louisiana,Metropolitan Counties,Calcasieu,2,0,0,0,0,0,0,1,0,1,
Louisiana,Metropolitan Counties,Jefferson,1,0,0,0,0,0,0,1,0,0,
Louisiana,Metropolitan Counties,Lafourche,1,0,0,0,0,0,0,0,0,1,
Louisiana,Metropolitan Counties,St. Charles,0,10,0,0,0,0,3,2,3,2,
Louisiana,Metropolitan Counties,St. James,1,0,0,0,0,0,0,0,0,1,
Louisiana,Metropolitan Counties,St. John the Baptist,0,0,1,0,0,0,0,0,0,1,
Louisiana,Metropolitan Counties,St. Tammany,1,0,0,0,0,0,0,1,0,0,
Louisiana,Nonmetropolitan Counties,Total,3,0,0,0,0,0,,,,,
Louisiana,Nonmetropolitan Counties,Madison,2,0,0,0,0,0,0,0,2,0,
Louisiana,Nonmetropolitan Counties,Washington,1,0,0,0,0,0,1,0,0,0,
Maine,Total,Total,17,9,4,0,0,2,,,,,
Maine,Cities,Total,16,5,2,0,0,1,,,,,
Maine,Cities,Augusta,0,1,0,0,0,0,1,0,0,0,"18,394"
Maine,Cities,Biddeford,1,0,1,0,0,0,0,0,2,0,"21,378"
Maine,Cities,Lewiston,1,0,0,0,0,0,0,0,0,1,"36,067"
Maine,Cities,Old Orchard Beach,2,0,0,0,0,0,0,1,1,0,"8,842"
Maine,Cities,Portland,7,2,1,0,0,0,6,3,1,0,"67,079"
Maine,Cities,Rumford,1,0,0,0,0,0,0,0,1,0,"5,692"
Maine,Cities,Saco,1,2,0,0,0,0,2,1,0,0,"19,332"
Maine,Cities,Sanford,3,0,0,0,0,1,1,1,2,0,"20,963"
Maine,Universities and Colleges,Total,1,4,2,0,0,0,,,,,
Maine,,University of Southern Maine,1,4,2,0,0,0,2,3,0,2,"7,855"
Maine,Nonmetropolitan Counties,Total,0,0,0,0,0,1,,,,,
Maine,,Waldo,0,0,0,0,0,1,0,1,0,0,
Maryland,Total,Total,24,12,6,0,0,6,,,,,
Maryland,Cities,Total,4,1,0,0,0,1,,,,,
Maryland,Cities,Aberdeen,1,0,0,0,0,0,1,0,0,0,"15,720"
Maryland,Cities,Annapolis,1,0,0,0,0,0,0,1,0,0,"39,596"
Maryland,Cities,Baltimore,0,0,0,0,0,1,0,0,0,1,"613,217"
Maryland,Cities,Laurel,0,1,0,0,0,0,0,1,,,"25,997"
Maryland,Cities,Taneytown,1,0,0,0,0,0,1,0,,,"6,762"
Maryland,Cities,Westminster,1,0,0,0,0,0,0,1,,,"18,682"
Maryland,Universities and Colleges,Total,4,4,0,0,0,0,,,,,
Maryland,Universities and Colleges,University of Maryland:  ,,,,,,,,,,,
Maryland,Universities and Colleges,Baltimore County ,0,3,0,0,0,0,1,1,1,0,"13,640"
Maryland,Universities and Colleges,College Park,4,1,0,0,0,0,0,1,2,2,"39,083"
Maryland,Metropolitan Counties,Total,15,6,4,0,0,5,,,,,
Maryland,Metropolitan Counties,Anne Arundel County Police Department,5,1,2,0,0,1,4,3,2,0,
Maryland,Metropolitan Counties,Baltimore County Police Department,5,1,0,0,0,4,6,1,3,0,
Maryland,Metropolitan Counties,Harford,1,0,0,0,0,0,1,0,0,,
Maryland,Metropolitan Counties,Howard County Police Department,0,1,0,0,0,0,1,0,,,
Maryland,Metropolitan Counties,Montgomery County Police Department,2,2,2,0,0,0,0,3,2,1,
Maryland,Metropolitan Counties,Prince George's County Police Department,1,0,0,0,0,0,0,1,,,
Maryland,Metropolitan Counties,Wicomico,1,1,0,0,0,0,0,2,0,0,
Maryland,State Police Agencies,Total,0,0,1,0,0,0,,,,,
Maryland,State Police Agencies,"State Police, Somerset County",0,0,1,0,0,0,0,0,1,0,
Maryland,Other Agencies,Total,1,1,1,0,0,0,,,,,
Maryland,Other Agencies,State Fire Marshal,0,1,0,0,0,0,1,0,0,0,
Maryland,Other Agencies,Transit Administration,1,0,1,0,0,0,1,0,0,1,
Massachusetts,Total,Total,232,118,65,9,8,9,,,,,
Massachusetts,Cities,Total,185,110,60,9,8,9,,,,,
Massachusetts,Cities,Acton,5,2,1,0,0,0,1,1,4,2,"23,937"
Massachusetts,Cities,Agawam,1,0,0,0,0,0,1,0,0,0,"28,839"
Massachusetts,Cities,Amherst,1,0,1,0,2,0,0,1,1,1,"40,313"
Massachusetts,Cities,Andover,1,2,0,0,0,0,0,1,0,2,"35,898"
Massachusetts,Cities,Arlington,2,7,1,1,0,3,6,7,1,0,"45,449"
Massachusetts,Cities,Ashburnham,1,0,0,0,0,0,0,1,0,0,"6,255"
Massachusetts,Cities,Attleboro,1,0,0,0,0,0,0,1,0,0,"44,607"
Massachusetts,Cities,Barnstable,2,0,0,0,0,0,0,1,0,1,"44,142"
Massachusetts,Cities,Belmont,1,0,0,0,0,0,0,0,0,1,"26,432"
Massachusetts,Cities,Beverly,1,0,0,0,0,0,1,0,0,0,"41,678"
Massachusetts,Cities,Bolton,1,0,0,0,0,0,0,0,1,0,"5,272"
Massachusetts,Cities,Boston,79,28,33,0,0,1,29,42,36,33,"682,903"
Massachusetts,Cities,Boxford,0,1,0,0,0,0,0,0,0,1,"8,333"
Massachusetts,Cities,Braintree,4,1,0,0,0,2,3,3,0,1,"37,579"
Massachusetts,Cities,Bridgewater,1,0,0,0,0,0,0,1,0,0,"27,769"
Massachusetts,Cities,Brockton,1,0,0,0,0,0,0,0,0,1,"96,016"
Massachusetts,Cities,Cambridge,5,3,2,0,0,0,3,3,1,2,"111,707"
Massachusetts,Cities,Chelmsford,0,1,1,0,0,0,1,0,1,0,"35,392"
Massachusetts,Cities,Chelsea,2,1,0,0,0,0,0,0,1,1,"40,514"
Massachusetts,Cities,Concord,0,0,0,1,0,0,0,0,1,0,"20,193"
Massachusetts,Cities,Danvers,0,2,0,1,0,0,0,1,0,2,"28,168"
Massachusetts,Cities,Dracut,0,4,1,0,0,0,1,1,0,3,"31,685"
Massachusetts,Cities,Duxbury,1,2,0,0,0,0,0,1,2,0,"16,085"
Massachusetts,Cities,Edgartown,0,0,1,0,0,0,0,0,0,1,"4,323"
Massachusetts,Cities,Everett,2,0,0,0,0,0,0,0,1,1,"47,185"
Massachusetts,Cities,Fitchburg,1,0,0,0,0,0,1,0,0,0,"40,445"
Massachusetts,Cities,Framingham,1,3,1,0,0,0,3,1,1,0,"72,153"
Massachusetts,Cities,Grafton,2,0,0,0,0,0,0,1,1,0,"18,763"
Massachusetts,Cities,Greenfield,1,0,0,0,0,0,0,0,0,1,"17,462"
Massachusetts,Cities,Haverhill,2,1,0,0,0,0,1,0,1,1,"63,244"
Massachusetts,Cities,Hingham,1,0,0,0,0,0,0,0,1,0,"23,392"
Massachusetts,Cities,Holland,0,0,0,0,1,0,0,0,0,1,"2,502"
Massachusetts,Cities,Hudson,0,2,0,0,0,0,0,0,1,1,"19,963"
Massachusetts,Cities,Lexington,0,1,0,0,0,0,0,0,1,0,"33,768"
Massachusetts,Cities,Lincoln,0,2,0,0,0,0,0,0,1,1,"6,860"
Massachusetts,Cities,Lowell,0,1,1,0,0,0,0,1,1,0,"111,294"
Massachusetts,Cities,Lynn,5,0,2,0,0,0,4,0,1,1,"93,140"
Massachusetts,Cities,Malden,3,2,0,0,0,0,1,0,3,0,"61,098"
Massachusetts,Cities,Manchester-by-the-Sea,0,0,0,1,0,0,1,0,0,0,"5,435"
Massachusetts,Cities,Mansfield,1,0,0,0,0,0,0,0,0,1,"23,847"
Massachusetts,Cities,Marblehead,0,1,0,0,0,0,0,1,0,0,"20,618"
Massachusetts,Cities,Mashpee,0,1,0,0,0,0,0,0,1,0,"14,272"
Massachusetts,Cities,Medford,5,1,0,1,0,0,2,3,0,2,"57,418"
Massachusetts,Cities,Medway,1,0,0,0,0,0,0,0,0,1,"13,407"
Massachusetts,Cities,Millbury,0,1,0,0,0,0,0,0,1,0,"13,626"
Massachusetts,Cities,Milton,0,1,1,0,0,0,1,1,0,0,"27,420"
Massachusetts,Cities,Nahant,0,1,0,0,0,0,0,0,1,0,"3,500"
Massachusetts,Cities,Natick,0,1,0,0,0,0,1,0,0,0,"36,705"
Massachusetts,Cities,New Bedford,0,0,1,0,0,0,0,1,0,0,"95,107"
Massachusetts,Cities,Newburyport,0,1,0,0,0,0,0,0,1,0,"18,092"
Massachusetts,Cities,Newton,3,7,2,0,0,0,5,4,1,2,"89,736"
Massachusetts,Cities,North Andover,1,0,0,0,0,0,0,0,1,0,"31,035"
Massachusetts,Cities,Northbridge,1,0,0,0,0,0,0,0,0,1,"16,711"
Massachusetts,Cities,Northfield,0,4,4,0,0,0,0,0,0,8,"2,966"
Massachusetts,Cities,Norwell,1,0,0,0,0,0,0,0,1,0,"11,150"
Massachusetts,Cities,Pittsfield,0,1,0,0,0,0,1,0,0,0,"42,546"
Massachusetts,Cities,Plymouth,0,1,0,0,0,0,1,0,0,0,"59,803"
Massachusetts,Cities,Provincetown,1,0,1,0,0,0,0,1,0,1,"2,993"
Massachusetts,Cities,Quincy,8,2,1,0,0,0,2,1,4,3,"93,966"
Massachusetts,Cities,Raynham,0,0,0,0,0,1,1,0,0,0,"14,048"
Massachusetts,Cities,Reading,0,1,1,0,0,0,0,0,1,1,"26,033"
Massachusetts,Cities,Revere,2,1,0,0,0,0,0,1,2,0,"53,425"
Massachusetts,Cities,Rutland,0,1,0,0,0,0,0,0,1,0,"8,687"
Massachusetts,Cities,Salem,8,5,0,0,0,0,1,5,1,4,"43,385"
Massachusetts,Cities,Salisbury,1,0,0,0,0,0,0,1,0,0,"9,517"
Massachusetts,Cities,Saugus,1,0,0,0,0,0,1,0,0,0,"28,241"
Massachusetts,Cities,Sharon,0,0,1,0,0,0,1,0,0,0,"18,419"
Massachusetts,Cities,Shrewsbury,0,1,0,0,0,0,0,0,1,0,"36,974"
Massachusetts,Cities,Somerville,6,2,1,1,0,0,3,3,1,2,"82,326"
Massachusetts,Cities,Southbridge,0,1,0,0,0,0,0,1,0,0,"16,860"
Massachusetts,Cities,Springfield,5,1,1,0,0,1,4,2,1,1,"154,562"
Massachusetts,Cities,Stoneham,0,0,0,1,0,0,1,0,0,0,"22,077"
Massachusetts,Cities,Stoughton,0,1,0,0,0,0,0,0,0,1,"28,678"
Massachusetts,Cities,Sudbury,0,1,0,0,0,0,0,0,1,0,"19,120"
Massachusetts,Cities,Swampscott,0,1,0,0,1,0,2,0,0,0,"15,016"
Massachusetts,Cities,Taunton,1,1,0,1,2,0,4,1,0,0,"57,047"
Massachusetts,Cities,Tewksbury,1,0,0,0,0,0,0,1,0,0,"31,245"
Massachusetts,Cities,Truro,1,0,0,0,0,0,0,0,0,1,"2,018"
Massachusetts,Cities,Walpole,1,0,0,0,0,0,0,0,1,0,"25,312"
Massachusetts,Cities,Waltham,1,1,1,1,2,0,0,3,1,2,"63,413"
Massachusetts,Cities,Ware,1,0,0,0,0,0,0,0,1,0,"9,907"
Massachusetts,Cities,Watertown,0,0,0,0,0,1,1,0,0,0,"35,586"
Massachusetts,Cities,Webster,1,0,0,0,0,0,0,0,0,1,"16,883"
Massachusetts,Cities,Westborough,0,1,0,0,0,0,0,1,0,0,"19,074"
Massachusetts,Cities,Worcester,5,1,0,0,0,0,2,2,0,1,"185,107"
Massachusetts,Cities,Wrentham,0,1,0,0,0,0,0,0,0,1,"11,838"
Massachusetts,Universities and Colleges,Total,37,8,4,0,0,0,,,,,
Massachusetts,Universities and Colleges,Amherst College,0,0,2,0,0,0,2,0,,0,"1,849"
Massachusetts,Universities and Colleges,Boston College,5,0,0,0,0,0,0,,,5,"14,466"
Massachusetts,Universities and Colleges,Boston University,5,3,1,0,0,0,3,2,2,1,"32,695"
Massachusetts,Universities and Colleges,Clark University,0,2,0,0,0,0,2,0,0,0,"3,298"
Massachusetts,Universities and Colleges,College of the Holy Cross,0,0,1,0,0,0,0,0,0,1,"2,720"
Massachusetts,Universities and Colleges,Dean College,1,0,0,0,0,0,0,1,0,0,"1,339"
Massachusetts,Universities and Colleges,Framingham State University,8,0,0,0,0,0,,0,0,8,"5,977"
Massachusetts,Universities and Colleges,Hampshire College,3,0,0,0,0,0,1,1,1,0,"1,321"
Massachusetts,Universities and Colleges,Harvard University,1,0,0,0,0,0,1,,,,"29,908"
Massachusetts,Universities and Colleges,Massasoit Community College,0,1,0,0,0,0,1,0,0,0,"7,471"
Massachusetts,Universities and Colleges,Springfield Technical Community College,3,0,0,0,0,0,0,0,0,3,"5,622"
Massachusetts,Universities and Colleges,"University of Massachusetts, Amherst",1,0,0,0,0,0,0,0,0,1,"30,037"
Massachusetts,Universities and Colleges,Westfield State University,10,2,0,0,0,0,0,0,1,9,"6,335"
Massachusetts,Other Agencies,Total,10,0,1,0,0,0,,,,,
Massachusetts,Other Agencies,Massachusetts Bay Transportation Authority:  ,,,,,,,,,,,
Massachusetts,Other Agencies,Middlesex County,1,0,0,0,0,0,,,,1,
Massachusetts,Other Agencies,Suffolk County,4,0,0,0,0,0,1,1,,2,
Massachusetts,Other Agencies,Massachusetts General Hospital,5,0,1,0,0,0,,,2,4,
Michigan,Total,Total,311,78,57,2,8,0,,,,,
Michigan,Cities,Total,212,53,44,1,4,0,,,,,
Michigan,Cities,Adrian,1,0,0,0,0,0,0,0,1,0,"20,598"
Michigan,Cities,Albion,0,1,0,0,0,0,0,0,0,1,"8,293"
Michigan,Cities,Ann Arbor,3,13,3,0,0,0,1,2,8,8,"121,930"
Michigan,Cities,Bangor,1,0,0,0,0,0,0,1,0,0,"1,839"
Michigan,Cities,Battle Creek,2,1,3,0,1,0,3,2,1,1,"60,852"
Michigan,Cities,Bay City,1,0,0,0,0,0,1,0,0,0,"33,286"
Michigan,Cities,Belleville,1,0,0,0,0,0,0,0,1,0,"3,832"
Michigan,Cities,Benton Harbor,1,0,1,0,0,0,0,1,0,1,"9,899"
Michigan,Cities,Berrien Springs-Oronoko Township,1,0,0,0,0,0,0,0,1,0,"9,039"
Michigan,Cities,Birmingham,0,1,0,0,0,0,1,0,0,0,"21,162"
Michigan,Cities,Blackman Township,23,0,0,0,0,0,1,4,3,15,"36,908"
Michigan,Cities,Boyne City,1,1,0,0,0,0,1,1,0,0,"3,741"
Michigan,Cities,Buena Vista Township,2,0,0,0,0,0,0,1,0,1,"8,084"
Michigan,Cities,Burton,4,0,0,0,0,0,0,1,3,0,"28,439"
Michigan,Cities,Cadillac,1,0,0,0,0,0,1,0,0,0,"10,473"
Michigan,Cities,Canton Township,1,1,0,0,0,0,1,0,1,0,"90,294"
Michigan,Cities,Carrollton Township,0,0,1,0,0,0,0,0,1,0,"5,728"
Michigan,Cities,Center Line,2,0,0,0,0,0,1,1,0,0,"8,304"
Michigan,Cities,Charlotte,2,0,0,0,0,0,0,0,1,1,"9,053"
Michigan,Cities,Cheboygan,1,0,0,0,0,0,0,0,1,0,"4,705"
Michigan,Cities,Chocolay Township,1,0,0,0,0,0,0,1,0,0,"5,948"
Michigan,Cities,Clio,1,0,0,0,0,0,1,0,0,0,"2,495"
Michigan,Cities,Dearborn,4,0,0,0,0,0,4,0,0,0,"93,889"
Michigan,Cities,Dearborn Heights,1,1,1,0,0,0,1,1,0,1,"55,454"
Michigan,Cities,Detroit,22,2,15,0,2,0,15,10,9,7,"670,792"
Michigan,Cities,East Grand Rapids,1,0,0,0,0,0,0,0,0,1,"11,812"
Michigan,Cities,East Lansing,2,1,0,0,0,0,0,1,2,0,"48,920"
Michigan,Cities,Eastpointe,1,0,0,0,0,0,0,1,0,0,"32,712"
Michigan,Cities,Ecorse,2,0,0,0,0,0,0,0,2,0,"9,132"
Michigan,Cities,Escanaba,0,1,0,0,0,0,0,0,1,0,"12,280"
Michigan,Cities,Farmington Hills,0,1,0,0,0,0,1,0,0,0,"81,359"
Michigan,Cities,Ferndale,4,0,1,0,0,0,2,0,1,2,"20,131"
Michigan,Cities,Flint,9,0,1,0,0,0,2,3,4,1,"96,605"
Michigan,Cities,Fremont,1,0,0,0,0,0,0,0,1,0,"4,020"
Michigan,Cities,Gaines Township,1,0,0,0,0,0,1,0,0,0,"6,139"
Michigan,Cities,Galesburg,2,0,0,0,0,0,0,0,1,1,"2,055"
Michigan,Cities,Gaylord,2,0,0,0,0,0,0,0,1,1,"3,697"
Michigan,Cities,Grand Blanc,1,0,0,0,0,0,1,0,0,0,"7,904"
Michigan,Cities,Grand Rapids,5,1,4,0,0,0,1,0,6,3,"197,868"
Michigan,Cities,Grandville,0,2,0,0,0,0,0,1,1,0,"16,108"
Michigan,Cities,Grosse Pointe,0,1,0,0,0,0,1,0,0,0,"5,151"
Michigan,Cities,Grosse Pointe Farms,0,0,1,0,0,0,0,0,1,0,"9,106"
Michigan,Cities,Hampton Township,1,0,0,0,0,0,1,0,0,0,"9,522"
Michigan,Cities,Hamtramck,1,1,0,0,0,0,0,1,0,1,"21,654"
Michigan,Cities,Hart,4,1,0,0,0,0,1,3,0,1,"2,080"
Michigan,Cities,Highland Park,2,0,0,0,0,0,0,1,0,1,"10,757"
Michigan,Cities,Holland,3,0,0,0,0,0,2,1,0,0,"33,613"
Michigan,Cities,Huntington Woods,0,1,0,0,0,0,0,1,0,0,"6,343"
Michigan,Cities,Huron Township,1,0,0,0,0,0,1,0,0,0,"15,636"
Michigan,Cities,Independence Township,1,0,0,0,0,0,0,1,0,0,"36,836"
Michigan,Cities,Inkster,1,0,0,0,0,0,1,0,0,0,"24,324"
Michigan,Cities,Ionia,1,0,1,0,0,0,0,2,0,0,"11,287"
Michigan,Cities,Iron River,1,0,0,0,0,0,0,0,0,1,"2,838"
Michigan,Cities,Lansing,10,0,2,0,0,0,2,2,6,2,"116,302"
Michigan,Cities,Lansing Township,0,0,1,0,0,0,0,1,0,0,"8,150"
Michigan,Cities,Lapeer,0,1,0,0,0,0,1,0,0,0,"8,735"
Michigan,Cities,Lincoln Park,2,0,0,0,0,0,0,0,2,0,"36,502"
Michigan,Cities,Lincoln Township,1,0,0,0,0,0,1,0,0,0,"14,460"
Michigan,Cities,Ludington,1,0,0,0,0,0,0,0,1,0,"8,068"
Michigan,Cities,Madison Heights,1,0,0,0,0,0,1,0,0,0,"30,152"
Michigan,Cities,Manistee,1,0,0,0,0,0,0,0,1,0,"6,030"
Michigan,Cities,Meridian Township,2,1,6,0,0,0,2,0,6,1,"42,878"
Michigan,Cities,Metro Police Authority of Genesee County,0,1,0,0,0,0,0,1,0,0,"20,001"
Michigan,Cities,Midland,1,0,0,0,0,0,1,0,0,0,"42,131"
Michigan,Cities,Millington,1,0,0,0,0,0,1,0,0,0,"1,016"
Michigan,Cities,Monroe,1,0,0,0,0,0,1,0,0,0,"19,868"
Michigan,Cities,Mount Pleasant,1,0,1,0,0,0,1,0,1,0,"26,366"
Michigan,Cities,Muskegon,4,0,0,0,0,0,0,0,4,0,"38,375"
Michigan,Cities,Northville Township,2,0,0,0,0,0,0,0,2,0,"28,751"
Michigan,Cities,Oak Park,0,2,0,0,0,0,0,0,2,0,"29,698"
Michigan,Cities,Ovid,1,0,0,0,0,0,0,0,1,0,"1,615"
Michigan,Cities,Perry,2,0,0,0,0,0,0,2,0,0,"2,094"
Michigan,Cities,Petoskey,1,0,0,0,0,0,0,0,1,0,"5,764"
Michigan,Cities,Pinckney,0,0,0,1,0,0,0,0,1,0,"2,463"
Michigan,Cities,Pittsfield Township,1,0,0,0,0,0,0,0,0,1,"39,061"
Michigan,Cities,Pontiac,2,0,0,0,0,0,0,0,1,1,"59,731"
Michigan,Cities,Portland,1,0,0,0,0,0,0,1,0,0,"3,943"
Michigan,Cities,Raisin Township,1,0,0,0,0,0,1,0,0,0,"7,619"
Michigan,Cities,Redford Township,1,0,0,0,0,0,0,1,0,0,"46,867"
Michigan,Cities,Rochester Hills,1,2,1,0,0,0,1,0,0,3,"73,827"
Michigan,Cities,Romulus,2,0,0,0,0,0,0,1,1,0,"23,174"
Michigan,Cities,Roosevelt Park,0,1,0,0,0,0,0,0,1,0,"3,826"
Michigan,Cities,Roseville,6,1,0,0,0,0,2,2,3,0,"47,651"
Michigan,Cities,Royal Oak,1,0,0,0,0,0,0,0,1,0,"59,303"
Michigan,Cities,Saginaw,3,0,0,0,0,0,0,0,2,1,"48,589"
Michigan,Cities,Saginaw Township,2,0,0,0,0,0,1,0,0,1,"39,319"
Michigan,Cities,Saline,1,0,0,0,0,0,0,0,1,0,"9,207"
Michigan,Cities,Sault Ste. Marie,1,0,0,0,0,0,1,0,0,0,"13,630"
